Year Make Model,Nickname,Ordinal,Year,Make,Model,Car Division,Spec,PI,Class
2003 Panoz #11 JML Team Panoz LMP-01,,,2003,Panoz,#11 JML Team Panoz LMP-01,P1 Racing,Race,967,R1
2002 Panoz #10 JML LMP01 EPP,,,2002,Panoz,#10 JML LMP01 EPP,,Race,,P1
2002 Panoz #50 Panoz MotorSports LMP-01,,,2002,Panoz,#50 Panoz MotorSports LMP-01,P1 Racing,Livery,933,R1
2001 Panoz Esperante GTL,,,2001,Panoz,Esperante GTL,,Factory,,A2
1965 Peel Trident,Peel Trident,,1965,Peel,Trident,Cult Cars,Factory,100,D
1962 Peel P50,Peel P50,,1962,Peel,P50,Cult Cars,Factory,100,D
2011 Penhall The Cholla,Penhall Cholla,,2011,Penhall,The Cholla,Unlimited Buggies,Factory,655,B
2011 Peugeot 107,,,2011,Peugeot,107,City,Factory,102,F
2011 Peugeot #10 Matmut-Oreca 908,#10 Peugeot 908,,2011,Peugeot,#10 Matmut-Oreca 908,Forza P1,Race,998,P
2010 Peugeot RCZ,,,2010,Peugeot,RCZ,Sports,Factory,370,C
2009 Peugeot #9 Peugeot Sport Total 908,#9 Peugeot 908,,2009,Peugeot,#9 Peugeot Sport Total 908,Forza P1,Race,998,P
2007 Peugeot #1 Peugeot 207 Super 2000,,,2007,Peugeot,#1 Peugeot 207 Super 2000,Hatch,Livery,537,A
2007 Peugeot #8 Peugeot Sport 908,,,2007,Peugeot,#8 Peugeot Sport 908,P1 Racing,Livery,997,R1
2007 Peugeot 207 RC,,,2007,Peugeot,207 RC,Hatch,Factory,332,D
2007 Peugeot 207 Super 2000,Peugeot 207 S,,2007,Peugeot,207 Super 2000,Rally Monsters,Race,755,A
2004 Peugeot 206 Gti 180,,,2004,Peugeot,206 Gti 180,,Factory,,D1
2004 Peugeot 206 RC,,,2004,Peugeot,206 RC,Hatch,Factory,316,C
1991 Peugeot 205 Rallye,Peugeot 205 R,,1991,Peugeot,205 Rallye,Retro Hot Hatch,Factory,462,D
1984 Peugeot 205 Turbo 16 Forza Edition,Peugeot 205 FE,,1984,Peugeot,205 Turbo 16 Forza Edition,Rally Monsters,Upgraded,703,A
2000 Plymouth Prowler,Plymouth Prowler,,2000,Plymouth,Prowler,Forza Specials,Factory,420,C
1971 Plymouth GTX F&F Edition,Plymouth GTX FF,,1971,Plymouth,GTX F&F Edition,Fast & Furious,Tuner,784,S
1970 Plymouth Cuda F&F Edition,,,1970,Plymouth,Cuda F&F Edition,[custom],Tuner,800,A
1970 Plymouth Hemi Cuda Convertible Barrett-Jackson Edition,Hemi 'Cuda BJ,,1970,Plymouth,Hemi Cuda Convertible Barrett-Jackson Edition,Classic Muscle,Factory,689,B
1970 Plymouth Road Runner F&F Edition,,,1970,Plymouth,Road Runner F&F Edition,[custom],Tuner,800,A
1968 Plymouth Barracuda Formula-S,Barracuda,,1968,Plymouth,Barracuda Formula-S,Classic Muscle,Factory,550,C
1959 Plymouth Atomic Punk Bubbletop,Atomic Punk '59,,1959,Plymouth,Atomic Punk Bubbletop,Rods and Customs,Tuner,717,A
1958 Plymouth Fury,Plymouth Fury,,1958,Plymouth,Fury,Rods and Customs,Factory,477,D
2021 Polaris RZR Pro XP Ultimate,Polaris RZR Pro,,2021,Polaris,RZR Pro XP Ultimate,UTV's,Race,593,C
2015 Polaris RZR XP 1000 EPS,RZR 1000,,2015,Polaris,RZR XP 1000 EPS,UTV's,Factory,501,C
2015 Polaris RZR XP 1000 EPS Horizon Edition,,,2015,Polaris,RZR XP 1000 EPS Horizon Edition,Offroad Buggies,Upgraded,524,C
2015 Polaris RZR XP 1000 EPS Rockstar Edition,,,2015,Polaris,RZR XP 1000 EPS Rockstar Edition,Offroad Buggies,Livery,520,C
2009 Pontiac G8 GXP,Pontiac G8 GXP,,2009,Pontiac,G8 GXP,Sport Touring Icons,Factory,482,C
2009 Pontiac Solstice GXP,Pontiac Solstice,,2009,Pontiac,Solstice GXP,Sport Coupe,Factory,429,C
2006 Pontiac GTO,,,2006,Pontiac,GTO,Sports,Factory,440,B
2006 Pontiac Solstice,,,2006,Pontiac,Solstice,Roadster,Factory,252,E
2005 Pontiac Aztek,Pontiac Aztek,,2005,Pontiac,Aztek,? none/Utility,Factory,,
2004 Pontiac GTO,,,2004,Pontiac,GTO,Coupe,Factory,340,D
1988 Pontiac Fiero GT,,,1988,Pontiac,Fiero GT,Sports,Factory,233,E
1987 Pontiac Firebird Trans Am GTA Forza Edition,Pontiac T/A FE,,1987,Pontiac,Firebird Trans Am GTA Forza Edition,Track Toys,Upgraded,900,S1
1977 Pontiac Firebird Trans Am,Pontiac T/A '77,,1977,Pontiac,Firebird Trans Am,Classic Muscle,Factory,418,D
1968 Pontiac Firebird,Firebird '68,,1968,Pontiac,Firebird,Classic Muscle,Factory,509,C
1968 Pontiac GTO Hardtop,,,1968,Pontiac,GTO Hardtop,Coupe,Factory,222,E
1965 Pontiac GTO,Pontiac GTO '65,,1965,Pontiac,GTO,Classic Muscle,Factory,484,D
2023 Porsche 911 Rallye,,,2023,Porsche,911 Rallye,Rally Monsters,Factory,,
2023 Porsche Taycan Cross Turismo Turbo S,,,2023,Porsche,Taycan Cross Turismo Turbo S,Super Saloons,Factory,,
2020 Porsche Taycan Turbo S 'Welcome Pack',Taycan S WP,,2020,Porsche,Taycan Turbo S 'Welcome Pack',Super Saloons,Upgraded,900,S1
2019 Porsche #4 Porsche Motorsport 718 Cayman GT4 Clubsport,#4 Cayman GT4 CS,,2019,Porsche,#4 Porsche Motorsport 718 Cayman GT4 Clubsport,Forza GT,Race,742,S
2019 Porsche 911 GT3 RS Forza Edition,911 GT3 RS FE,,2019,Porsche,911 GT3 RS Forza Edition,Rally Monsters,Upgraded,900,S1
2019 Porsche Macan Turbo,Macan Turbo '19,,2019,Porsche,Macan Turbo,Sports Utility Heroes,Factory,695,B
2018 Porsche 911 GT3 R,,,2018,Porsche,911 GT3 R,,Factory,,
2018 Porsche Cayenne Turbo,Porsche Cayenne,,2018,Porsche,Cayenne Turbo,Sports Utility Heroes,Factory,744,A
2018 Porsche Macan LPR Rally Raid,Porsche Macan RR,,2018,Porsche,Macan LPR Rally Raid,Offroad,Race,637,B
2016 Porsche 911 GT3 RS Preorder Car,911 GT3 RS PO,,2016,Porsche,911 GT3 RS Preorder Car,Track Toys,Upgraded,998,S2
2015 Porsche #19 Porsche Team 919 Hybrid,#19 Porsche 919,,2015,Porsche,#19 Porsche Team 919 Hybrid,Forza P1,Race,997,P
2015 Porsche Macan Turbo,Porsche Macan,,2015,Porsche,Macan Turbo,Sports Utility Heroes,Factory,708,A
2012 Porsche 911 GT3 RS 4.0,911 GT3 RS4 '12,,2012,Porsche,911 GT3 RS 4.0,Track Toys,Factory,825,S1
2012 Porsche Cayenne Turbo,Porsche Cayenne,,2012,Porsche,Cayenne Turbo,Sports Utility Heroes,Factory,740,A
2012 Porsche Cayman R,,,2012,Porsche,Cayman R,Sports,Factory,520,A
2011 Porsche #17 Team Falken 911 GT3-RSR,,,2011,Porsche,#17 Team Falken 911 GT3-RSR,GT2,Livery,760,R3
2011 Porsche #23 Alex Job Racing 911 GT3 Cup,,,2011,Porsche,#23 Alex Job Racing 911 GT3 Cup,GT3,Race,733,R3
2011 Porsche #45 Flying Lizard 911 GT3-RSR,#45 Porsche GT3,,2011,Porsche,#45 Flying Lizard 911 GT3-RSR,Forza GT,Race,814,R
2011 Porsche #54 Black Swan Racing 911 GT3 Cup,,,2011,Porsche,#54 Black Swan Racing 911 GT3 Cup,GT3,Livery,733,R3
2010 Porsche 911 Sport Classic,Porsche 911 SC,,2010,Porsche,911 Sport Classic,Modern Supercars,Factory,756,A
2010 Porsche Boxster S,,,2010,Porsche,Boxster S,Roadster,Factory,506,A
2010 Porsche Panamera Turbo,,,2010,Porsche,Panamera Turbo,Sedan,Factory,560,A
2009 Porsche Cayenne Turbo S,,,2009,Porsche,Cayenne Turbo S,SUV,Factory,401,C
2008 Porsche #16 Dyson Racing RS Spyder Evo,,,2008,Porsche,#16 Dyson Racing RS Spyder Evo,P2,Livery,953,R1
2008 Porsche #2 Gruppe Orange Racing 911 GT3 Cup,,,2008,Porsche,#2 Gruppe Orange Racing 911 GT3 Cup,GT3,Race,725,R3
2008 Porsche #45 Flying Lizard 911 GT3-RSR,,,2008,Porsche,#45 Flying Lizard 911 GT3-RSR,GT2,Livery,742,R3
2008 Porsche #7 Penske Racing RS Spyder Evo,Porsche RS,,2008,Porsche,#7 Penske Racing RS Spyder Evo,Forza P2,Race,964,P
2008 Porsche 911 GT2 (997),,,2008,Porsche,911 GT2 (997),Coupe,Factory,590,A
2007 Porsche #80 Flying Lizard 911 GT3-RSR,,,2007,Porsche,#80 Flying Lizard 911 GT3-RSR,GT2,Race,756,R3
2007 Porsche 911 GT3 RS (997),,,2007,Porsche,911 GT3 RS (997),Super,Factory,592,A
2007 Porsche 911 Turbo (997),,,2007,Porsche,911 Turbo (997),Super,Factory,639,S
2006 Porsche #81 Synergy Racing 911 GT3 Cup,,,2006,Porsche,#81 Synergy Racing 911 GT3 Cup,,Livery,,R4
2006 Porsche #82 Red Bull 911 GT3 Cup,,,2006,Porsche,#82 Red Bull 911 GT3 Cup,GT3,Livery,666,S
2006 Porsche Cayman S,,,2006,Porsche,Cayman S,Coupe,Factory,453,B
2005 Porsche #3 Lechner Racing School 1 911 GT3 Cup,,,2005,Porsche,#3 Lechner Racing School 1 911 GT3 Cup,GT3,Livery,656,S
2005 Porsche #31 Petersen-White Lightning 911 GT3-RSR (996),,,2005,Porsche,#31 Petersen-White Lightning 911 GT3-RSR (996),GT2,Race,744,R3
2005 Porsche #44 Flying Lizard 911 GT3-RSR,,,2005,Porsche,#44 Flying Lizard 911 GT3-RSR,,Race,,R3
2005 Porsche #5 XBOX 360 911 GT3-RSR,,,2005,Porsche,#5 XBOX 360 911 GT3-RSR,GT2,Livery,715,R3
2005 Porsche #55 Applied Materials 911 GT3 Cup,,,2005,Porsche,#55 Applied Materials 911 GT3 Cup,GT3,Livery,647,S
2005 Porsche #66 AXA Racing 911 GT3 Cup (996),,,2005,Porsche,#66 AXA Racing 911 GT3 Cup (996),GT3,Race,702,R3
2004 Porsche #23 Alex Job Racing 911 GT3-RSR,,,2004,Porsche,#23 Alex Job Racing 911 GT3-RSR,,Race,,R3
2003 Porsche #22 3R-Racing 911 GT3 Cup,,,2003,Porsche,#22 3R-Racing 911 GT3 Cup,,Livery,,R4
2003 Porsche Boxster S,,,2003,Porsche,Boxster S,Roadster,Factory,392,C
2002 Porsche #57 Larbre McDonalds 996 GT3 Cup,,,2002,Porsche,#57 Larbre McDonalds 996 GT3 Cup,,Livery,,R4
2000 Porsche #23 IMSA 911 GT3-RS,,,2000,Porsche,#23 IMSA 911 GT3-RS,,Race,,GTS
1998 Porsche #26 Porsche AG 911 GT1-98,#26 Porsche GT1,,1998,Porsche,#26 Porsche AG 911 GT1-98,Modern GT Racing,Race,,
1998 Porsche #5 Zakspeed Racing 911 GT1-98,,,1998,Porsche,#5 Zakspeed Racing 911 GT1-98,GTS,Livery,850,R2
1995 Porsche 911 Carrera 2 by Gunther Werks,Porsche 911C2 GW,,1995,Porsche,911 Carrera 2 by Gunther Werks,Modern Sports Cars,Tuner,804,S1
1990 Porsche 911 Reimagined by Singer - DLS,Porsche 911 '90,,1990,Porsche,911 Reimagined by Singer - DLS,Modern Supercars,Tuner,830,S1
1989 Porsche #65 Rothsport Racing 911 'Desert Flyer',#65 911 Desert,,1989,Porsche,#65 Rothsport Racing 911 'Desert Flyer',Rally Monsters,Race,694,B
1988 Porsche #17 Porsche Dunlop 962c,#17 Dunlop 962C,,1988,Porsche,#17 Porsche Dunlop 962c,Early Prototype Racers,Livery,982,P
1985 Porsche #185 959 Prodrive Rally Raid,#185 Porsche 959,,1985,Porsche,#185 959 Prodrive Rally Raid,Rally Monsters,Race,742,A
1973 Porsche #6 Penske Sunoco 917/30 Can-Am Spyder,Porsche 917/30,,1973,Porsche,#6 Penske Sunoco 917/30 Can-Am Spyder,Forza Specials,Race,920,P
1966 Porsche 906 Carrera 6,Porsche 906 '66,,1966,Porsche,906 Carrera 6,Classic Racers,Factory,748,A
1964 Porsche 356 C Cabriolet Emory Special,Emory 356 C '64,,1964,Porsche,356 C Cabriolet Emory Special,Classic Sports Cars,Tuner,651,B
1964 Porsche 904 Carrera GTS,Porsche 904 GTS,,1964,Porsche,904 Carrera GTS,Vintage GT Racing,Factory,527,B
1962 Porsche 804,Porsche 804 '62,,1962,Porsche,804,Forza Specials,Race,667,A
1960 Porsche 356 RSR from Emory Motorsport,Porsche 356 RSR,,1960,Porsche,356 RSR from Emory Motorsport,Extreme Track Toys,Tuner,845,S1
"1960 Porsche 718 RS 60 ""Welcome Pack""",Porsche 718 WP,,1960,Porsche,"718 RS 60 ""Welcome Pack""",Classic Racers,Upgraded,800,A
1959 Porsche 356 A 1600 Super,Porsche 356 '59,,1959,Porsche,356 A 1600 Super,Rare Classics,Factory,241,D
1951 Porsche #46 356 SL Gmund Coupe,Porsche 356 SL,,1951,Porsche,#46 356 SL Gmund Coupe,Classic Racers,Race,199,D
2006 Proto Motors Spirra,,,2006,Proto Motors,Spirra,,Factory,658,B
2058 Quadra Turbo-R V-Tech,Quadra V-Tech,,2058,Quadra,Turbo-R V-Tech,Modern Super Cars,Fantasy,890,S1
723 Quartz Regalia,Quartz Regalia,,723,Quartz,Regalia,GT Cars,Fantasy,675,B
723 Quartz Regalia Type-D,Quartz Regalia D,,723,Quartz,Regalia Type-D,Extreme Offroad,Fantasy,597,C
2011 Radical SR8 RX,Radical SR8,,2011,Radical,SR8 RX,Radical SR8 Spec,Factory,890,R
2017 Ram 2500 Power Wagon,Ram Power Wagon,,2017,Ram,2500 Power Wagon,Pickups & 4x4s,Factory,467,D
2017 Ram Rebel TRX Concept,Ram Rebel TRX,,2017,Ram,Rebel TRX Concept,Offroad,Factory,716,A
2013 Ram Ram Runner,Ram Runner,,2013,Ram,Ram Runner,Modern Offroaders,Factory,288,E
2013 Ram Ram Runner Forza Edition,Ram Runner FE,,2013,Ram,Ram Runner Forza Edition,Modern Offroaders,Upgraded,400,C
2013 Ram Ram Runner Horizon Edition,,,2013,Ram,Ram Runner Horizon Edition,Offroad,Upgraded,720,A
1972 Reliant Supervan III,Reliant Supervan,,1972,Reliant,Supervan III,Cult Cars,Factory,100,D
2017 Renault R.S.17,Renault R.S. 17,,2017,Renault,R.S.17,Forza GP,Race,999,X
2014 Renault Spark SRT_01E,,,2014,Renault,Spark SRT_01E,-,Race,692,A
2013 Renault Clio R.S. 200 EDC,Renault Clio '13,,2013,Renault,Clio R.S. 200 EDC,Hot Hatch,Factory,595,C
2010 Renault Clio R.S.,Renault Clio '10,,2010,Renault,Clio R.S.,Hot Hatch,Factory,592,C
2010 Renault Clio R.S. Forza Edition,Renault Clio FE,,2010,Renault,Clio R.S. Forza Edition,Track Toys,Upgraded,701,A
2010 Renault Megane R.S. 250,Megane RS 250,,2010,Renault,Megane R.S. 250,Super Hot Hatch,Factory,657,B
2009 Renault Twingo Renault Sport Cup,,,2009,Renault,Twingo Renault Sport Cup,Economy,Factory,284,D
2007 Renault Clio RS 197,Renault Clio,,2007,Renault,Clio RS 197,Hot Hatch,Factory,592,C
1980 Renault 5 Turbo Forza Edition,5 Turbo FE,,1980,Renault,5 Turbo Forza Edition,Rally Monsters,Upgraded,675,B
1968 Renault 4L Export,Renault 4L '68,,1968,Renault,4L Export,Cult Cars,Factory,100,D
2016 RJ Anderson #37 Polaris RZR-Rockstar Energy Pro 2 Truck,#37 Pro 2 Truck,,2016,RJ Anderson,#37 Polaris RZR-Rockstar Energy Pro 2 Truck,Unlimited Offroad,Race,776,A
2013 Robby Gordon #7 Speed Energy Drink Stadium Super Truck,,,2013,Robby Gordon,#7 Speed Energy Drink Stadium Super Truck,Extreme Offroad,Race,852,S1
2016 Rolls-Royce Dawn,R-R Dawn,,2016,Rolls-Royce,Dawn,Sport Luxury,Factory,468,C
2014 Rolls-Royce Wraith,R-R Wraith,,2014,Rolls-Royce,Wraith,Sport Luxury,Factory,529,B
2010 Rossion Q1,Rossion Q1,,2010,Rossion,Q1,Modern Super Cars,Factory,855,S1
1984 Rover SD1 Vitesse,Rover SD1,,1984,Rover,SD1 Vitesse,Retro Saloons,Factory,498,D
2011 RUF RGT-8,,,2011,RUF,RGT-8,Super,Factory,636,S
2011 RUF Rt 12 R,,,2011,RUF,Rt 12 R,Super,Factory,757,R3
2011 RUF Rt 12 S,,,2011,RUF,Rt 12 S,Modern GT,Factory,887,S1
1995 RUF CTR2,,,1995,RUF,CTR2,Middle GT,Factory,840,S1
1987 RUF CTR Yellowbird,,,1987,RUF,CTR Yellowbird,Timeless Supercars,Factory,857,S1
2008 Saab 9-3 Turbo X,,,2008,Saab,9-3 Turbo X,Sedan,Factory,366,C
2002 Saab 9-3 Aero,,,2002,Saab,9-3 Aero,Sports,Factory,321,D
2002 Saab 9-3 Viggen,,,2002,Saab,9-3 Viggen,,Factory,,D1
1978 Saab 99 Turbo,,,1978,Saab,99 Turbo,Sports,Factory,192,F
2010 Saleen S5S Raptor,Saleen S5S,,2010,Saleen,S5S Raptor,Modern Super Cars,Factory,873,S1
2008 Saleen S331 Supercab,,,2008,Saleen,S331 Supercab,SUV,Factory,304,D
2006 Saleen S281 E,,,2006,Saleen,S281 E,Sports,Factory,513,A
2003 Saleen #2 Konrad Motorsport S7R,,,2003,Saleen,#2 Konrad Motorsport S7R,GTS,Race,836,R2
2002 Saleen #11 Graham Nash Motorsport S7R,,,2002,Saleen,#11 Graham Nash Motorsport S7R,GT1,Livery,843,R2
2001 Saleen #26 Konrad Motorsports S7R,,,2001,Saleen,#26 Konrad Motorsports S7R,GT1,Livery,842,R2
2000 Saleen #2 IMSA S7R,,,2000,Saleen,#2 IMSA S7R,,Race,,GTS
2000 Saleen S281,,,2000,Saleen,S281,Sports,Factory,447,B
2007 Saturn Sky Red Line,,,2007,Saturn,Sky Red Line,Roadster,Factory,409,C
2006 Saturn ION Red Line,,,2006,Saturn,ION Red Line,Sports,Factory,392,C
1993 Schuppan 962CR,Schuppan 962CR,,1993,Schuppan,962CR,Retro Supercars,Factory,869,S1
2013 Scion FR-S,,,2013,Scion,FR-S,Sports,Factory,394,C
2012 Scion tC,Scion tC '12,,2012,Scion,tC,Compact Sport Coupe (ex. Multiplayer),Factory,,
2009 Scion xD,,,2009,Scion,xD,Economy,Factory,223,E
2005 Scion tC,,,2005,Scion,tC,Sports,Factory,271,E
2010 SEAT Leon CUPRA R,,,2010,SEAT,Leon CUPRA R,Hatch,Factory,439,B
2009 SEAT Ibiza CUPRA,,,2009,SEAT,Ibiza CUPRA,Hatch,Factory,342,D
2007 SEAT Cupra GT Prototype,,,2007,SEAT,Cupra GT Prototype,,Factory,975,S
2007 SEAT Leon CUPRA,,,2007,SEAT,Leon CUPRA,Hatch,Factory,421,C
2007 SEAT Leon Supercup,,,2007,SEAT,Leon Supercup,Hatch,Race,536,A
2003 SEAT Leon Cupra R,,,2003,SEAT,Leon Cupra R,Hatch,Factory,401,C
2012 Shelby 1000,Shelby 1000,,2012,Shelby,1000,Modern Muscle,Factory,782,A
1999 Shelby Series 1,,,1999,Shelby,Series 1,Roadster,Factory,501,A
1969 Shelby GT500 428CJ,,,1969,Shelby,GT500 428CJ,Sports,Factory,324,D
1968 Shelby GT-500KR,,,1968,Shelby,GT-500KR,Sports,Factory,320,D
2021 Sierra Cars 700R,SIERRA 700R,,2021,Sierra Cars,700R,UTV's,Race,737,A
2021 Sierra Cars RX3,SIERRA RX3,,2021,Sierra Cars,RX3,UTV's,Race,737,A
2020 Sierra Cars #23 Yokohama ALPHA,#23 SIERRA ALPHA,,2020,Sierra Cars,#23 Yokohama ALPHA,Extreme Track Toys,Race,986,S2
2010 Smart fortwo,,,2010,Smart,fortwo,City,Factory,101,F
2010 Spada Codatronca TS,,,2010,Spada,Codatronca TS,Sports,Factory,654,S
2016 Spania GTA GTA Spano Duracell Edition,,,2016,Spania GTA,GTA Spano Duracell Edition,Modern Super Cars,Livery,927,S2
2012 Spyker Aileron,,,2012,Spyker,Aileron,Super,Factory,541,A
2010 Spyker C8 Laviolette LM85,,,2010,Spyker,C8 Laviolette LM85,Super,Factory,552,A
2013 SRT #91 SRT Motorsport GTS-R,#91 Dodge Viper,,2013,SRT,#91 SRT Motorsport GTS-R,Forza GT,Race,825,R
2013 SRT Team Forza Viper GTS,Viper GTS TF,,2013,SRT,Team Forza Viper GTS,Sport GT,Upgraded,,
2010 SSC Ultimate Aero,,,2010,SSC,Ultimate Aero,Super,Factory,846,R2
2022 SUBARU WRX,,,2022,SUBARU,WRX,Modern Rally,Factory,,
2016 Subaru #199 WRX STI VT15R Rally Car,#199 Subaru WRX,,2016,Subaru,#199 WRX STI VT15R Rally Car,Rally Monsters,Race,762,A
"2016 Subaru #199 WRX STI VT15R Rally Car ""Welcome Pack""",#199 WRX WP,,2016,Subaru,"#199 WRX STI VT15R Rally Car ""Welcome Pack""",Rally Monsters,Upgraded,800,A
2016 Subaru #75 WRX STI VT15R Rally Car,#75 Subaru WRX,,2016,Subaru,#75 WRX STI VT15R Rally Car,Forza Group Rally,Livery,668,A
2016 Subaru WRX STI F&F Edition,Subaru WRX FF,,2016,Subaru,WRX STI F&F Edition,Fast & Furious,Tuner,699,A
2015 Subaru Team Forza WRX STI,,,2015,Subaru,Team Forza WRX STI,BOTH Rally Day Heroes and Ultimate SpoCom,Livery,,
2013 Subaru BRZ F&F Edition,Subaru BRZ FF,,2013,Subaru,BRZ F&F Edition,Fast & Furious,Tuner,682,A
2013 Subaru BRZ Forza Edition,Suburu BRZ FE,,2013,Subaru,BRZ Forza Edition,Sport Compact,Upgraded,519,B
2013 Subaru BRZ Horizon Edition,,,2013,Subaru,BRZ Horizon Edition,Asian Sports Cars,Upgraded,713,A
2010 Subaru Legacy B4 2.5 GT,,,2010,Subaru,Legacy B4 2.5 GT,Sedan,Factory,462,B
2006 Subaru Impreza S204,,,2006,Subaru,Impreza S204,Sedan,Factory,508,A
2005 Subaru Legacy B4 2.0 GT,Subaru Legacy,,2005,Subaru,Legacy B4 2.0 GT,Sport Compact Icons,Factory,461,C
2005 Subaru Legacy Traffic,,,2005,Subaru,Legacy Traffic,,Traffic,,
2004 Subaru Impreza WRX STi Spec-C,,,2004,Subaru,Impreza WRX STi Spec-C,,Factory,,A4
2003 Subaru #77 Cusco Subaru Advan Impreza,,,2003,Subaru,#77 Cusco Subaru Advan Impreza,SGT300,Race,737,R3
1999 Subaru Impreza 2.5RS Coupe,,,1999,Subaru,Impreza 2.5RS Coupe,,Factory,,D4
1998 Subaru Impreza 22B STi Forza Edition,,,1998,Subaru,Impreza 22B STi Forza Edition,Showroom Rally,Upgraded,522,B
1998 Subaru Impreza 22B STI Horizon Edition,,,1998,Subaru,Impreza 22B STI Horizon Edition,Retro Rally,Upgraded,760,A
1998 Subaru Tommy Kaira Impreza M20b,,,1998,Subaru,Tommy Kaira Impreza M20b,,Tuner,642,B
1996 Subaru SVX,Subaru SVX,,1996,Subaru,SVX,Sport Compact Icons,Factory,357,D
1980 Subaru BRAT GL Forza Edition,Subaru BRAT FE,,1980,Subaru,BRAT GL Forza Edition,Sport Compact Icons,Upgraded,500,C
1980 Subaru BRAT GL Horizon Edition,,,1980,Subaru,BRAT GL Horizon Edition,Vans & Utility,Upgraded,522,C
1968 Subaru 360,,,1968,Subaru,360,Major Micros,Factory,100,E
1967 Sunbeam Tiger,Sunbeam Tiger,,1967,Sunbeam,Tiger,Classic Sports Cars,Factory,500,D
2011 Suzuki #1 Monster Sport SX4 Hill Climb Special,,,2011,Suzuki,#1 Monster Sport SX4 Hill Climb Special,Super,Race,878,R1
2011 Suzuki SX4 Sportback,,,2011,Suzuki,SX4 Sportback,Hatch,Factory,209,E
2002 Suzuki Liana GLX,,,2002,Suzuki,Liana GLX,Economy,Factory,136,F
1979 Talbot Sunbeam Lotus,Talbot Sunbeam,,1979,Talbot,Sunbeam Lotus,Classic Rally,Factory,469,D
2017 TAMO Racemo,TAMO Racemo,,2017,TAMO,Racemo,Modern Sports Cars,Factory,577,C
2014 Terradyne Gurkha LAPV,Terradyne Gurkha,,2014,Terradyne,Gurkha LAPV,Offroad,Factory,223,D
2015 Tesla Model S P85D,Tesla Model S,,2015,Tesla,Model S P85D,Executive Heavyweights,Factory,,
2015 Tesla Model S P90D with Ludicrous Mode,Tesla Model S,,2015,Tesla,Model S P90D with Ludicrous Mode,Super Saloons,Factory,794,A
2014 Tesla Model S,,,2014,Tesla,Model S,Super Saloons,Factory,746,A
2011 Tesla Roadster Sport,,,2011,Tesla,Roadster Sport,Roadster,Factory,505,A
2018 Top Gear Track-Tor,TG Track-tor,,2018,Top Gear,Track-Tor,Extreme Offroad,Tuner,577,C
2017 Toyota #18 Joe Gibbs Racing M&M’s Camry,#18 Toyota M&Ms,,2017,Toyota,#18 Joe Gibbs Racing M&M’s Camry,NASCAR,Race,833,R
2017 Toyota #18 Joe Gibbs Racing Skittles Camry,#18 Toyota Camry,,2017,Toyota,#18 Joe Gibbs Racing Skittles Camry,NASCAR,Livery,833,R
2017 Toyota #18 Joe Gibbs Racing Snickers Camry,#18 Toyota Gibbs,,2017,Toyota,#18 Joe Gibbs Racing Snickers Camry,NASCAR,Livery,833,R
2016 Toyota #11 Joe Gibbs Racing FedEx Express Camry,#11 FedEx Camry,,2016,Toyota,#11 Joe Gibbs Racing FedEx Express Camry,NASCAR,Livery,,
2016 Toyota #18 Joe Gibbs Racing Interstate Batteries Camry,#18 Gibbs Camry,,2016,Toyota,#18 Joe Gibbs Racing Interstate Batteries Camry,NASCAR,Livery,,
2016 Toyota #19 Joe Gibbs Racing ARRIS Camry,#19 ARRIS Camry,,2016,Toyota,#19 Joe Gibbs Racing ARRIS Camry,NASCAR,Livery,,
2016 Toyota #19 Joe Gibbs Racing STANLEY Camry,#19 Gibbs Camry,,2016,Toyota,#19 Joe Gibbs Racing STANLEY Camry,NASCAR,Livery,,
2016 Toyota #19 Joe Gibbs Racing Subway Camry,#19 Subway Camry,,2016,Toyota,#19 Joe Gibbs Racing Subway Camry,NASCAR,Livery,,
2016 Toyota #20 Joe Gibbs Racing DEWALT Camry,#20 DEWALT Camry,,2016,Toyota,#20 Joe Gibbs Racing DEWALT Camry,NASCAR,Livery,,
2016 Toyota #20 Joe Gibbs Racing Dollar General Camry,#20 Dollar Camry,,2016,Toyota,#20 Joe Gibbs Racing Dollar General Camry,NASCAR,Livery,,
2014 Toyota #11 Handy Motorsport Avensis,#11 Avensis,,2014,Toyota,#11 Handy Motorsport Avensis,Global Touring Cars,Race,,
2014 Toyota #12 Rebellion Racing R-One,#12 R-One,,2014,Toyota,#12 Rebellion Racing R-One,Endurance Prototypes,Race,,
2014 Toyota #20 United Autosports Avensis,#20 Avensis,,2014,Toyota,#20 United Autosports Avensis,Global Touring Cars,Livery,,
2014 Toyota #80 Speedworks Motorsport Avensis,#80 Avensis,,2014,Toyota,#80 Speedworks Motorsport Avensis,Global Touring Cars,Livery,,
2012 Toyota FJ Cruiser,,,2012,Toyota,FJ Cruiser,SUV,Factory,217,D
2011 Toyota Aygo,,,2011,Toyota,Aygo,City,Factory,100,F
2011 Toyota Prius,,,2011,Toyota,Prius,Economy,Factory,197,F
2008 Toyota Yaris S,,,2008,Toyota,Yaris S,,Factory,,
2006 Toyota #25 Eclipse Advan Supra,,,2006,Toyota,#25 Eclipse Advan Supra,SGT500,Livery,817,R2
2005 Toyota #36 Open Interface Tom's Supra,,,2005,Toyota,#36 Open Interface Tom's Supra,SGT500,Livery,817,R2
